,MONTH,STORECODE,DAY,BILL_ID,BILL_AMT,QTY,VALUE,PRICE,GRP,SGRP,SSGRP,CMP,MBRD,BRD
964,M1,N1,11,T1270,47.0,1.0,12.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
965,M1,N1,11,T1270,47.0,2.0,20.0,10.0,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
966,M1,N1,11,T1271,80.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
967,M1,N1,11,T1271,80.0,2.0,60.0,30.0,JAMS/JELLY/MARMALADES-CTG,JAMS,JAMS,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN
968,M1,N1,11,T1271,80.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
969,M1,N1,11,T1272,20.0,1.0,5.0,5.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,GANDOUR INDIA FOOD PROCESSING,GANDOUR,GANDOUR
970,M1,N1,11,T1272,20.0,1.0,15.0,15.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT STARS
971,M1,N1,11,T1276,4.0,1.0,4.0,4.0,HAIR CONDITIONERS,HAIR CONDITIONERS,HAIR CONDITIONERS,PROCTER & GAMBLE,PANTENE,PANTENE CONDITIONER
972,M1,N1,11,T1278,10.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
973,M1,N1,11,T1278,10.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
974,M1,N1,11,T1279,20.0,1.0,20.0,20.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
975,M1,N1,11,T1280,5.0,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
976,M1,N1,11,T1282,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
977,M1,N1,11,T1283,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PEPSICO INDIA,KUR KURE,KUR KURE SOLID MASTI
978,M1,N1,11,T1285,29.0,1.0,10.0,10.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,GUJ TEA PROCESSORS,WAGH BAKRI,WAGH BAKRI PATTI LEAF
979,M1,N1,11,T1285,29.0,1.0,19.0,19.0,ALL IODISED SALT,POWDERED SALT,POWDERED SALT,TATA CHEM,TATA,TATA SALT
980,M1,N1,11,T1286,236.0,1.0,3.0,3.0,PRE-POST WASH PRODUCTS,FABRIC SOFTNERS,FABRIC SOFTNERS,HINDUSTAN UNILEVER LIMITED,COMFORT,COMFORT BLUE - MORNING FRESH
981,M1,N1,11,T1286,236.0,1.0,10.0,10.0,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
982,M1,N1,11,T1286,236.0,1.0,20.0,20.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
983,M1,N1,11,T1286,236.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
984,M1,N1,11,T1286,236.0,2.0,20.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
985,M1,N1,11,T1286,236.0,2.0,20.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
986,M1,N1,11,T1286,236.0,4.0,20.0,5.0,BEVERAGES,BROWN POWDERS,BROWN POWDERS,GLAXO SMITHKLINE,BOOST,BOOST
987,M1,N1,11,T1286,236.0,1.0,93.0,93.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,LIBERTY OIL MILLS,SUNDAY,SUNDAY
988,M1,N1,11,T1286,236.0,1.0,10.0,10.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PEPSICO INDIA,KUR KURE,KUR KURE MASALA MUNCH
989,M1,N1,11,T1286,236.0,1.0,20.0,20.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,MILK BIKIS,MILK BIKIS MILK CREAM
990,M1,N1,11,T1286,236.0,1.0,10.0,10.0,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,CHEWING GUMS,PERFETTI VAN MELLE,HAPPYDENT,HAPPYDENT WHITE BAKING SODA
991,M1,N1,11,T1287,20.0,1.0,20.0,20.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
992,M1,N1,11,T1288,200.0,5.0,200.0,40.0,CHOCOLATE,COUNT,COUNT,FERRERO INDIA PVT LTD,KINDER JOY,KINDER JOY BOYS
993,M1,N1,11,T1289,120.0,10.0,100.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
994,M1,N1,11,T1289,120.0,1.0,20.0,20.0,TOOTH PASTES,TOOTH PASTES,TOOTH PASTES,COLGATE-PALMOLIVE,COLGATE MAX FRESH,COLGATE MAXFRSH SPICY FRSH RED
995,M1,N1,11,T1291,220.0,1.0,220.0,220.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
996,M1,N1,11,T1292,315.6,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
997,M1,N1,11,T1292,315.6,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
998,M1,N1,11,T1292,315.6,1.0,19.6,19.6,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
999,M1,N1,11,T1292,315.6,2.0,56.0,28.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
1000,M1,N1,11,T1292,315.6,1.0,20.0,20.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PEPSICO INDIA,KUR KURE,KUR KURE CHILLI CHATKA
1001,M1,N1,11,T1292,315.6,1.0,20.0,20.0,SALTY SNACKS (2/97),GATHIA/PAPRI/RIBLON,GATHIA/PAPRI/RIBLON,PEPSICO INDIA,KUR KURE,KUR KURE MASALA MUNCH
1002,M1,N1,11,T1292,315.6,1.0,20.0,20.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
1003,M1,N1,11,T1292,315.6,1.0,20.0,20.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
1004,M1,N1,11,T1292,315.6,2.0,120.0,60.0,BISCUITS - CORE & NON CORE,ASSORTED BISCUITS,ASSORTED BISCUITS,PARLE PRODS,PARLE CHEESLING,CHEESLING
1005,M1,N1,11,T1301,5.0,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
1006,M1,N1,11,T1304,10.0,1.0,10.0,10.0,CONFECTIONERY - TOTAL GUM,CHEWING GUMS,CHEWING GUMS,PERFETTI VAN MELLE,HAPPYDENT,HAPPYDENT WHITE BAKING SODA
1007,M1,N1,11,T1307,30.0,3.0,30.0,10.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
1008,M1,N1,11,T1308,10.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,GLUCOSE,GLUCOSE,PARLE PRODS,PARLE-G,PARLE-G
1009,M1,N1,11,T1308,10.0,1.0,5.0,5.0,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,SHIVANI DETERGENT PVT LTD,SARGAM,SARGAM
1010,M1,N1,11,T1309,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS SPANISH TOMATO TANGO
1011,M1,N1,11,T1311,145.0,1.0,10.0,10.0,CHOCOLATE,COATED WAFER BISC,COATED WAFER BISC,NESTLE INDIA,KIT KAT,KITKAT
1012,M1,N1,11,T1311,145.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS AMERICAN STYLE
1013,M1,N1,11,T1311,145.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS SPANISH TOMATO TANGO
1014,M1,N1,11,T1311,145.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
1015,M1,N1,11,T1311,145.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,MARIE,MARIE,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD MARIE LITE
1016,M1,N1,11,T1311,145.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
1017,M1,N1,11,T1311,145.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
1018,M1,N1,11,T1311,145.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
1019,M1,N1,11,T1311,145.0,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
1020,M1,N1,11,T1311,145.0,1.0,5.0,5.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
1021,M1,N1,11,T1311,145.0,2.0,20.0,10.0,TOILET SOAPS (04/00),POPULAR,POPULAR,RECKITT BENCKISER,DETTOL,DETTOL ORIGINAL
1022,M1,N1,11,T1312,34.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
1023,M1,N1,11,T1312,34.0,2.0,24.0,12.0,DIAPERS       (8/93),DIAPERS       (8/93),DIAPERS       (8/93),UNICHARM INDIA PVT LTD,MAMY POKO PANTS,MAMY POKO PANTS STANDARD
1024,M1,N1,12,T1313,20.0,1.0,10.0,10.0,CHOCOLATE,SUGAR PANNED,SUGAR PANNED,MONDELEZ INTERNATIONAL,GEMS,GEMS BFF
1025,M1,N1,12,T1313,20.0,1.0,10.0,10.0,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
1026,M1,N1,12,T1314,15.0,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
1027,M1,N1,12,T1314,15.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
1028,M1,N1,12,T1317,100.0,1.0,40.0,40.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
1029,M1,N1,12,T1317,100.0,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
1030,M1,N1,12,T1317,100.0,1.0,30.0,30.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,PURE MAGIC,PURE MAGIC CHOCOLUSH
1031,M1,N1,12,T1319,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 MSK CK
1032,M1,N1,12,T1319,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
1033,M1,N1,12,T1319,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
1034,M1,N1,12,T1319,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CHOCOLATE
1035,M1,N1,12,T1321,115.0,1.0,115.0,115.0,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,CONFECTIONERY - ECLAIRS,MONDELEZ INTERNATIONAL,CADBURY,CADBURY CHOCLAIRS GOLD
1036,M1,N1,12,T1322,46.0,1.0,46.0,46.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
1037,M1,N1,12,T1323,92.0,1.0,34.0,34.0,SPICES (03/04),BLENDED,CHICKEN MASALA-NON VEG MASALA,NESTLE INDIA,MAGGI,MAGGI
1038,M1,N1,12,T1323,92.0,1.0,28.0,28.0,SPICES (03/04),PURE,CHILLY POWDER-PURE SPICES,S NARENDRA KUMAR,EVEREST,EVEREST
1039,M1,N1,12,T1323,92.0,1.0,30.0,30.0,SQSH CRDLS & SFT DRNK-CONVERTD,CONCTN POWDERS,CONCTN POWDERS,MONDELEZ INTERNATIONAL,TANG,TANG
1040,M1,N1,12,T1324,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,PARLE PRODS,MONACO,MONACO
1041,M1,N1,12,T1324,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,BRITANNIA INDS,50-50,50-50 JEERA MASTI
1042,M1,N1,12,T1324,40.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,SALT CRACKER,SALT CRACKER,SURYA FOOD & AGRO,PRIYAGOLD,PRIYAGOLD BUTTER DELITE
1043,M1,N1,12,T1324,40.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
1044,M1,N1,12,T1326,20.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
1045,M1,N1,12,T1326,20.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HAPPY HAPPY,HAPPY HAPPY
1046,M1,N1,12,T1327,10.0,1.0,10.0,10.0,CHOCOLATE,CHOCOLATE PANNED,CHOCOLATE PANNED,MONDELEZ INTERNATIONAL,CADBURY SHOTS,CADBURY SHOTS
1047,M1,N1,12,T1329,110.0,1.0,110.0,110.0,REFINED EDIBLE OILS-ALL PACKS,SUN FLOWER,SUN FLOWER,ADANI WILMAR,FORTUNE,FORTUNE
1048,M1,N1,12,T1330,20.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS MAGIC MASALA
1049,M1,N1,12,T1330,20.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
1050,M1,N1,12,T1331,50.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NUTRICHOICE,NUTRICHOICE DIGESTIVE
1051,M1,N1,12,T1331,50.0,3.0,30.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
1052,M1,N1,12,T1332,35.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
1053,M1,N1,12,T1332,35.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
1054,M1,N1,12,T1332,35.0,1.0,5.0,5.0,CHOCOLATE,COUNT,COUNT,KAYEMPEE FOODS PVT LTD,MR. WAFER,MR. WAFER
1055,M1,N1,12,T1333,10.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS CLASSIC SALTED
1056,M1,N1,12,T1334,470.0,1.0,45.0,45.0,BUTTER MARGR  (4/94),BUTTER,SALTED,G C M M F,AMUL,AMUL
1057,M1,N1,12,T1334,470.0,5.0,50.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,GOOD DAY,GOOD DAY CASHEW
1058,M1,N1,12,T1334,470.0,1.0,15.0,15.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT STARS
1059,M1,N1,12,T1334,470.0,2.0,10.0,5.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
1060,M1,N1,12,T1334,470.0,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE HIDE & SEEK,HIDE & SEEK CHOCOLATE CHIP
1061,M1,N1,12,T1334,470.0,2.0,28.0,14.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI CHICKEN
1062,M1,N1,12,T1334,470.0,1.0,68.0,68.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
1063,M1,N1,12,T1334,470.0,1.0,234.0,234.0,CHEESE        (4/94),PROCESSED CHEESE,PROCESSED CHEESE,G C M M F,AMUL,AMUL
1064,M1,N1,12,T1335,30.0,1.0,10.0,10.0,SALTY SNACKS (2/97),POTATO WAFERS,POTATO WAFERS,PEPSICO INDIA,LAYS,LAYS SPANISH TOMATO TANGO
1065,M1,N1,12,T1335,30.0,2.0,20.0,10.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,PROCTER & GAMBLE,ARIEL,ARIEL COMPLETE
1066,M1,N1,12,T1337,10.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MARS INTERNATIONAL INDIA P LTD,SNICKERS,SNICKERS
1067,M1,N1,12,T1338,10.0,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
1068,M1,N1,12,T1340,464.8,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
1069,M1,N1,12,T1340,464.8,1.0,160.0,160.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,PONDS DREAMFLOWER
1070,M1,N1,12,T1340,464.8,1.0,80.0,80.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,PONDS DREAMFLOWER
1071,M1,N1,12,T1340,464.8,1.0,5.0,5.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS SOUR BELT
1072,M1,N1,12,T1340,464.8,2.0,10.0,5.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
1073,M1,N1,12,T1340,464.8,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,I T C,SUNFEAST DARK FANTASY,SUNFEAST DARK FANTSY CHOCOFILS
1074,M1,N1,12,T1340,464.8,2.0,9.8,4.9,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,DETERGENT CAKES/BARS,HINDUSTAN UNILEVER LIMITED,RIN,RIN ADVANCED
1075,M1,N1,12,T1340,464.8,1.0,170.0,170.0,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,WASHING POWDERS/LIQUIDS,HINDUSTAN UNILEVER LIMITED,SURF,SURF EXCEL EASY WASH
1076,M1,N1,12,T1343,100.0,1.0,5.0,5.0,BISCUITS - CORE & NON CORE,WAFER CREAM,WAFER CREAM,GARUDA POLYFEX FOOD PVT LTD,GONE MAD,GONE MAD
1077,M1,N1,12,T1343,100.0,1.0,10.0,10.0,CONFECTIONERY - TOTAL GUM,BUBBLE GUMS,BUBBLE GUMS,WRIGLEY INDIA,BOOMER,BOOMER SUPER BB GUM
1078,M1,N1,12,T1343,100.0,1.0,35.0,35.0,CLEANERS - FLOOR,LIQUIDS,LIQUIDS,SUNNY HOME CARE PVT LTD,SUNNY,SUNNY
1079,M1,N1,12,T1343,100.0,1.0,30.0,30.0,TOILET SOAPS (04/00),PREMIUM,PREMIUM,GODREJ CONSUMER PRODS,GODREJ NO 1,GODREJ NO 1 ALOEVERA & WHT LIL
1080,M1,N1,12,T1343,100.0,2.0,20.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
1081,M1,N1,12,T1344,110.0,2.0,110.0,55.0,PACKAGED TEA,MAIN PACKS,MAIN PACKS,TATA GLOBAL BEVERAGES LTD,TATA AGNI,TATA AGNI EXTRA STRONG LEAVES
1082,M1,N1,12,T1345,84.8,1.0,15.0,15.0,KETCHUPS/SAUCES,KETCHUPS/SAUCES,KETCHUPS/SAUCES,HINDUSTAN UNILEVER LIMITED,KISSAN,KISSAN FRESH KETCHUP
1083,M1,N1,12,T1345,84.8,2.0,20.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
1084,M1,N1,12,T1345,84.8,1.0,9.8,9.8,BREAKFAST CEREALS,READY TO EAT CEREALS,KIDS,KELLOGG'S INDIA,KELLOGG'S KPAK,KELLOGG'S KPAK CRUNCHY BITES
1085,M1,N1,12,T1345,84.8,1.0,10.0,10.0,CHOCOLATE,COUNT,COUNT,MONDELEZ INTERNATIONAL,5 STAR,5 STAR
1086,M1,N1,12,T1345,84.8,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE 20-20,PARLE 20-20 CASHEW
1087,M1,N1,12,T1345,84.8,1.0,20.0,20.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
1088,M1,N1,12,T1347,160.0,1.0,160.0,160.0,TALCUM POWDERS,TALCUM POWDERS,TALCUM POWDERS,HINDUSTAN UNILEVER LIMITED,POND'S,PONDS DREAMFLOWER
1089,M1,N1,12,T1348,10.0,1.0,10.0,10.0,CONFECTIONERY - TOFFEE/HBC,TOFFEES,TOFFEES,M T R FOOD PRODS,LABAN,LABAN STRETCHY MAN
1090,M1,N1,12,T1350,21.8,1.0,9.8,9.8,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,CAPITAL FOODS,CHING'S SECRET,CHING'S SECRET
1091,M1,N1,12,T1350,21.8,1.0,12.0,12.0,VERMICELLI & NOODLE,INSTANT NOODLES,INSTANT NOODLES,NESTLE INDIA,MAGGI,MAGGI MASALA
1092,M1,N1,12,T1352,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO STRAWBERRY
1093,M1,N1,12,T1353,10.0,1.0,10.0,10.0,CHOCOLATE,MOULDED,MOULDED,MONDELEZ INTERNATIONAL,CADBURY DAIRY MILK,DAIRY MILK
1094,M1,N1,12,T1354,5.0,1.0,5.0,5.0,CONFECTIONERY - LOLLIPOP/FMR,LOLIPOPS,LOLIPOPS,PERFETTI VAN MELLE,CHUPA CHUPS,CHUPA CHUPS
1095,M1,N1,12,T1355,164.5,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,TREAT,TREAT JAM
1096,M1,N1,12,T1355,164.5,1.0,4.9,4.9,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
1097,M1,N1,12,T1355,164.5,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,GOLDEN OREO
1098,M1,N1,12,T1355,164.5,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,BRITANNIA INDS,NICE TIME,NICE TIME
1099,M1,N1,12,T1355,164.5,2.0,60.0,30.0,BISCUITS - CORE & NON CORE,SWEET/COOKIES,SWEET/COOKIES,PARLE PRODS,PARLE MILANO,MILANO
1100,M1,N1,12,T1355,164.5,1.0,25.0,25.0,BISCUITS - CORE & NON CORE,NON-SALT CRACKER,NON-SALT CRACKER,PARLE PRODS,PARLE KRACK JACK,PARLE KRACK JACK
1101,M1,N1,12,T1355,164.5,2.0,19.6,9.8,BISCUITS - CORE & NON CORE,MARIE,MARIE,BRITANNIA INDS,MARIE GOLD,MARIE GOLD REGULAR
1102,M1,N1,12,T1355,164.5,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,BRITANNIA INDS,BRITANNIA BOURBON,BRITANNIA BOURBON
1103,M1,N1,12,T1356,10.0,1.0,10.0,10.0,BISCUITS - CORE & NON CORE,CREAM,CREAM,MONDELEZ INTERNATIONAL,OREO,OREO CHOCOLATE
1104,M1,N1,12,T1359,54.0,1.0,54.0,54.0,SKIN CREAMS,FACE WASH,FACE WASH,ZYDUS WELLNESS LTD,EVER YUTH,EVERYUTH NTRLS FRUIT FACEWASH
1105,M1,N1,12,T1360,35.0,7.0,35.0,5.0,READY TO EAT,DESSERT MIXES,TRADITIONAL,M T R FOOD PRODS,MTR,MTR BADAM DRINK MIX
